chromosome	start	end	gene
3	87275339	87275427	MIR4795
3	87276435	87304698	CHMP2B
3	87308891	87325654	POU1F1
3	88039846	88042919	HTR1F
3	88101162	88106459	CGGBP1
3	88108424	88184648	RP11-159G9.5
3	88188254	88193815	ZNF654
3	88198893	88207118	C3orf38
3	89156674	89531284	EPHA3
3	93591881	93692910	PROS1
3	93698993	93772998	ARL13B
3	93733213	93747454	STX19
3	93776768	93782067	DHFRL1
3	93781760	93847389	NSUN3
3	94657107	94710172	LINC00879
3	95373267	95402037	MTHFD2P1
3	96335981	96337000	MTRNR2L12
3	96533430	97468085	EPHA6
3	97483372	97517373	ARL6
3	97595819	97663807	CRYBG3
3	97660662	97691301	MINA
3	97716287	97754148	GABRR3
3	97806017	97806946	OR5AC2
3	97851542	97852483	OR5H1
3	97868170	97869249	OR5H14
3	97887544	97888485	OR5H15
3	97983088	97984200	OR5H6
3	98001732	98002676	OR5H2
3	98072698	98073663	OR5K4
3	98109510	98110475	OR5K3
3	98188324	98189420	OR5K1
3	98216448	98217496	OR5K2
3	98234318	98241910	CLDND1
3	98298286	98312567	CPOX
3	98250743	98251960	GPR15
3	98433174	98451492	ST3GAL6-AS1
3	98451572	98513234	ST3GAL6
3	98514785	98620533	DCBLD2
3	98523822	98523928	RNU6-26P
3	98699902	98701940	LINC00973
3	99357319	99518070	COL8A1
3	99536678	99897447	CMSS1
3	99551988	99833357	FILIP1L
3	99683158	99683242	MIR3921
3	99904531	99909036	TMEM30C
3	99979856	100044082	TBC1D23
3	100053545	100075710	NIT2
3	100082275	100120242	TOMM70A
3	100120037	100175163	LNP1
3	100211463	100296288	TMEM45A
3	100328433	100414323	GPR128
3	100428269	100467810	TFG
3	100468179	100712359	ABI3BP
3	100941390	101039404	IMPG2
3	101043049	101232028	SENP7
3	101237711	101242731	FAM172BP
3	101280706	101285290	TRMT10C
3	101292939	101313281	PCNP
3	101367733	101396339	ZBTB11
3	101395319	101398061	ZBTB11-AS1
3	101399936	101405626	RPL24
3	101431316	101432035	PDCL3P4
3	101442769	101489406	CEP97
3	101504244	101547073	NXPE3
3	101568358	101579866	NFKBIZ
3	101659703	101716770	RP11-221J22.1
3	101679202	101716770	RP11-221J22.2
3	102153859	102198685	ZPLD1
3	103242877	103242960	MIR548AB
3	105085753	105295744	ALCAM
3	105374305	105587887	CBLB
3	106555658	106959479	LINC00882
3	106959539	106967195	LINC00883
3	107036828	107041591	RP11-446H18.5
3	107096188	107097481	CCDC54
3	107149777	107182759	RP11-115H18.1
3	107241823	107524708	BBX
3	107560150	107596915	LINC00635
3	107602095	107647754	LINC00636
3	107765928	107809861	CD47
3	107844668	107857457	RP11-861A13.4
3	107879659	107941417	IFT57
3	108021332	108097132	HHLA2
3	108099216	108248169	MYH15
3	108268716	108308299	KIAA1524
3	108308529	108413693	DZIP3
3	108474484	108476231	RETNLB
3	108541545	108573852	TRAT1
3	108626650	108672742	GUCA1C
3	108677086	108836989	MORC1
3	108855561	108868970	RP11-59E19.1
3	108897012	108904104	LINC00488
3	109012635	109035364	DPPA2
3	109044988	109056419	DPPA4
3	109128837	109214014	RP11-702L6.4
3	109321675	109321744	MIR4445
3	110610970	110612323	RP11-553A10.1
3	110764235	110790400	PVRL3-AS1
3	110790590	110854801	PVRL3
3	111260965	111371088	CD96
3	111311747	111314290	ZBED2
3	111393769	111565113	PLCXD2
3	111578027	111695364	PHLDB2
3	111697882	111712210	ABHD10
3	111717586	111732734	TAGLN3
3	111758553	111800012	TMPRSS7
3	111805182	111837073	C3orf52
3	111831648	111831745	MIR567
3	111841943	111852101	GCSAM
3	111859734	112013105	SLC9C1
3	112052003	112080979	CD200
3	112182815	112218408	BTLA
3	112251356	112280810	ATG3
3	112280857	112304424	SLC35A5
3	112315641	112320749	RP11-572C15.6
3	112323407	112360116	CCDC80
3	112455294	112468166	RP11-572C15.5
3	112534556	112564797	CD200R1L
3	112641537	112693969	CD200R1
3	112709294	112710000	RP11-484K9.4
3	112709765	112720189	GTPBP8
3	112721287	112738686	C3orf17
3	112861197	112886666	RP11-572M11.3
3	112930329	113006298	BOC
3	113005777	113160361	WDR52
3	113122845	113152839	WDR52-AS1
3	113161565	113234003	SPICE1
3	113251143	113348425	SIDT1
3	113313723	113313789	MIR4446
3	113367232	113415493	KIAA2018
3	113435307	113465121	NAA50
3	113465866	113530903	ATP6V1A
3	113557265	113666021	GRAMD1C
3	113666748	113681829	ZDHHC23
3	113682984	113775460	KIAA1407
3	113775582	113807196	QTRTD1
3	113847557	113897899	DRD3
3	113933238	113955051	RP11-553L6.2
3	113953487	113956425	ZNF80
3	114009949	114029135	TIGIT
3	114035322	114035416	MIR568
3	114057500	114102488	ZBTB20
3	114070682	114107817	ZBTB20-AS1
3	114462292	114462372	MIR4796
3	115342357	115440337	GAP43
3	115521235	116164378	LSAMP
3	116078871	116088937	LSAMP-AS1
3	116428253	116436168	TUSC7
3	116569124	116569214	MIR4447
3	116640278	116651085	LINC00901
3	118619474	118753735	IGSF11
3	118661920	118667088	IGSF11-AS1
3	118864997	118870302	C3orf30
3	118866222	118906654	RP11-484M3.5
3	118892365	118924000	UPK1B
3	118930579	118959486	B4GALT4
3	119013220	119139561	ARHGAP31
3	119148347	119182529	TMEM39A
3	119187785	119213555	POGLUT1
3	119217379	119243937	TIMMDC1
3	119243140	119278449	CD80
3	119298115	119308792	ADPRH
3	119316689	119348658	PLA1A
3	119360906	119379437	POPDC2
3	119388118	119396250	COX17
3	119421869	119485949	MAATS1
3	119501557	119537332	NR1I2
3	119545533	119812513	GSK3B
3	119884328	120003941	GPR156
3	120043356	120068186	LRRC58
3	120111140	120170100	FSTL1
3	120315156	120321347	NDUFB4
3	120347020	120401418	HGD
3	120405528	120461384	RABL3
3	120461579	120501916	GTF2E1
3	120552287	120555207	RP11-500K19.1
3	120626919	121143608	STXBP5L
3	120768487	120768562	MIR5682
3	121150278	121264853	POLQ
3	121289551	121305481	ARGFX
3	121311966	121349139	FBXO40
3	121350246	121379758	HCLS1
3	121382050	121468587	GOLGB1
3	121488610	121553926	IQCB1
3	121554062	121605373	EAF2
3	121612936	121662949	SLC15A2
3	121706756	121741051	ILDR1
3	121774221	121839983	CD86
3	121903181	122005342	CASR
3	122044091	122060819	CSTA
3	122078438	122102078	CCDC58
3	122103029	122131181	FAM162A
3	122130715	122134882	WDR5B
3	122140796	122233775	KPNA1
3	122246806	122283424	PARP9
3	122283085	122294050	DTX3L
3	122296449	122355000	PARP15
3	122399465	122449687	PARP14
3	122458850	122512671	HSPBAP1
3	122513642	122599986	DIRC2
3	122605788	122611243	RP11-67L2.2
3	122628511	122694981	SEMA5B
3	122785917	122880951	PDIA5
3	122927169	122992977	SEC22A
3	123001143	123168605	ADCY5
3	123210401	123304032	PTPLB
3	123304403	123349668	MYLK-AS1
3	123331145	123603149	MYLK
3	123633166	123680564	CCDC14
3	123687368	123710199	ROPN1
3	123813528	124238697	KALRN
3	123851776	123851872	MIR5002
3	124449213	124464040	UMPS
3	124451286	124451363	MIR544B
3	124480795	124606144	ITGB5
3	124624289	124653595	MUC13
3	124684554	124774802	HEG1
3	124801482	124930243	SLC12A8
3	124870309	124870396	MIR5092
3	124944405	125094198	ZNF148
3	125165495	125239041	SNX4
3	125247702	125313934	OSBPL11
3	125509247	125509395	MIR548I1
3	125635473	125648867	FAM86JP
3	125648118	125655882	ALG1L
3	125687987	125702297	ROPN1B
3	125725216	125803147	SLC41A3
3	125822412	125900029	ALDH1L1
3	125822483	125826912	ALDH1L1-AS1
3	125898908	125929012	ALDH1L1-AS2
3	125985639	126010122	RP11-71E19.1
3	126061478	126076285	KLF15
3	126111875	126113694	RP11-71E19.5
3	126113782	126155398	CCDC37
3	126156444	126194762	ZXDC
3	126200698	126236596	UROC1
3	126243126	126262134	CHST13
3	126268516	126277808	C3orf22
3	126325895	126373998	TXNRD3
3	126290625	126327398	TXNRD3NB
3	126380924	126390782	NUP210P1
3	126423063	126679249	CHCHD6
3	126707437	126756235	PLXNA1
3	126911974	126917025	C3orf56
3	127041150	127109513	RP11-88I21.2
3	127199533	127255655	RP11-59J16.1
3	127291930	127309612	TPRA1
3	127317066	127341276	MCM2
3	127348024	127391652	PODXL2
3	127391783	127399760	ABTB1
3	127407911	127541701	MGLL
3	127634075	127706509	KBTBD12
3	127771212	127790525	SEC61A1
3	127799803	127842667	RUVBL1
3	127872297	128127485	EEFSEC
3	128181282	128185811	DNAJB8
3	128182437	128191160	DNAJB8-AS1
3	128198270	128212028	GATA2
3	128208075	128221191	RP11-475N22.4
3	128290843	128294929	C3orf27
3	128338817	128369692	RPN1
3	128444965	128533639	RAB7A
3	128580389	128584447	RP11-723O4.2
3	128598454	128631957	ACAD9
3	128685432	128712958	KIAA1257
3	128628717	128690173	RP11-723O4.6
3	128720472	128759583	EFCC1
3	128779610	128781249	GP9
3	128806412	128840633	RAB43
3	128806418	128879879	ISY1-RAB43
3	128848217	128879891	ISY1
3	128888945	128902753	CNBP
3	128968449	128996614	COPG1
3	128997683	129025029	HMCES
3	129033615	129035120	H1FX
3	129109998	129118262	RPL32P3
3	129116053	129116191	SNORA7B
3	129120164	129147494	EFCAB12
3	129149793	129158852	MBD4
3	129158982	129239188	IFT122
3	129247483	129254012	RHO
3	129262057	129270204	H1FOO
3	129274018	129325661	PLXND1
3	129366635	129599309	TMCC1
3	129612714	129627754	TMCC1-AS1
3	129693148	129696781	TRH
3	130064359	130203688	COL6A5
3	130279178	130396999	COL6A6
3	130397779	130465673	PIK3R4
3	130569450	130735400	ATP2C1
3	130732719	130745646	ASTE1
3	130745727	131069303	NEK11
3	131046407	131049712	RP11-933H2.4
3	131080742	131083966	NUDT16P1
3	131100629	131102283	NUDT16
3	131181056	131221813	MRPL3
3	131197941	131198077	SNORA58
3	131252409	132004254	CPNE4
3	131704699	131704775	MIR5704
3	132036251	132087142	ACPP
3	132136370	132257876	DNAJC13
3	132276988	132379567	ACAD11
3	132400472	132441286	NPHP3
3	132316081	132321059	ACKR4
3	132378310	132396788	UBA5
3	132440594	132469621	NPHP3-AS1
3	132757235	133116636	TMEM108
3	132965270	132976032	RP11-402L6.1
3	133118839	133194037	BFSP2
3	133148113	133174620	BFSP2-AS1
3	133292574	133309105	CDV3
3	133319417	133380737	TOPBP1
3	133464800	133497850	TF
3	133502877	133540336	SRPRB
3	133543083	133614660	RAB6B
3	133646992	133648656	C3orf36
3	133651540	133748920	SLCO2A1
3	133774100	133776492	RP11-202A13.1
3	133875978	133969494	RYK
3	134074716	134093436	AMOTL2
3	134156447	134157053	HMGB3P13
3	134156669	134156748	MIR4788
3	134196548	134204865	ANAPC13
3	134204897	134283870	CEP63
3	134514104	134979309	EPHB1
3	134322124	134369864	KY
3	135684515	135866733	PPP2R3A
3	135867764	135914688	MSL2
3	135969201	136049012	PCCB
3	136055077	136471210	STAG1
3	136537861	136574734	SLC35G2
3	136560568	136580879	RP11-85F14.5
3	136581050	136667968	NCK1
3	136676707	136729927	IL20RB
3	137483579	137484396	SOX14
3	137490791	137499720	RP11-2A4.3
3	137728842	137752491	CLDN18
3	137780832	137834451	DZIP1L
3	137842560	137851229	A4GNT
3	137879854	137893791	DBR1
3	137906109	138015391	ARMC8
3	137980279	138048728	NME9
3	138066539	138124375	MRAS
3	138153455	138197256	ESYT3
3	138213186	138313198	CEP70
3	138327451	138352218	FAIM
3	138372860	138553594	PIK3CB
3	138663066	138665982	FOXL2
3	138666076	138672293	C3orf72
3	138722804	138725110	PRR23A
3	138724648	139075888	MRPS22
3	138737873	138739768	PRR23B
3	138760944	138763734	PRR23C
3	138823027	138844009	BPESC1
3	139076248	139108574	COPB2
3	139108657	139163205	RP11-319G6.1
3	139171726	139195358	RBP2
3	139236276	139258671	RBP1
3	139279027	139396859	NMNAT3
3	139654027	140296239	CLSTN2
3	140224453	140227631	CLSTN2-AS1
3	140396881	140419992	TRIM42
3	140660729	140695492	SLC25A36
3	140770244	140867453	SPSB4
3	140950670	141013748	ACPL2
3	141106654	141168634	ZBTB38
3	141205891	141334184	RASA2
3	141457046	141466402	RNF7
3	141496990	141537332	GRK7
3	141595456	141645326	ATP1B3
3	141669989	141868363	TFDP2
3	141876369	141880820	RP11-485G4.2
3	141882784	141944449	GK5
3	142025449	142166904	XRN1
3	142168079	142297668	ATR
3	142342228	142432501	PLS1
3	142442916	142525270	TRPC1
3	142536711	142608045	PCOLCE2
3	142645517	142661376	RP11-372E1.4
3	142680076	142682178	PAQR9
3	142683339	142720401	RP11-372E1.6
3	142720381	142779388	U2SURP
3	142719749	142720309	RP11-91G21.1
3	142838173	142841800	CHST2
3	142984064	143567373	SLC9A9
3	143061088	143065913	SLC9A9-AS1
3	143690640	143711201	C3orf58
3	145782358	145784156	AC107021.1
3	145787227	145878954	PLOD2
3	145910126	145968966	PLSCR4
3	146151232	146187088	PLSCR2
3	146232967	146262651	PLSCR1
3	146303625	146324003	PLSCR5
3	146639750	146643005	RP11-232M24.1
3	147103835	147122071	ZIC4
3	147127171	147134506	ZIC1
3	147795946	147805816	RP11-639B1.1
3	148415658	148460788	AGTR1
3	148508889	148577974	CPB1
3	148583043	148614983	CPA3
3	148709128	148745419	GYG1
3	148747914	148804317	HLTF
3	148804119	148820610	HLTF-AS1
3	148847371	148891519	HPS3
3	148890286	148939842	CP
3	149036285	149051548	TM4SF18
3	149086809	149095652	TM4SF1
3	149095565	149104370	TM4SF1-AS1
3	149191761	149221068	TM4SF4
3	149235022	149421060	WWTR1
3	149375997	149379151	WWTR1-AS1
3	149456257	149470286	COMMD2
3	149478892	149510610	ANKUB1
3	149530557	149679909	RNF13
3	149682691	149688896	PFN2
3	149689066	149690535	AC117395.1
3	149956487	149957996	RP11-167H9.6
3	149983199	150005160	RP11-483E7.1
3	150126122	150184218	TSC22D2
3	150259785	150320961	SERP1
3	150264481	150302029	EIF2A
3	150321075	150348222	SELT
3	150377672	150421738	FAM194A
3	150458914	150481164	SIAH2
3	150570271	150798513	CLRN1-AS1
3	150588832	150612089	FAM188B2
3	150645723	150690495	CLRN1
3	150804676	151154860	MED12L
3	150915619	150920979	GPR171
3	150929905	150996255	P2RY14
3	151011891	151034740	GPR87
3	151044100	151047336	P2RY13
3	151055168	151102600	P2RY12
3	151151282	151176497	IGSF10
3	151283664	151283783	MIR5186
3	151451715	151475554	AADACL2
3	151469231	151645956	RP11-454C18.2
3	151488248	151502682	RP11-64D22.2
3	151531825	151546276	AADAC
3	151591431	151602405	SUCNR1
3	151985829	152183568	MBNL1
3	151985973	151987335	MBNL1-AS1
3	152057484	152058779	TMEM14E
3	152552736	152555841	P2RY1
3	152880029	152886265	RAP2B
3	153202284	153220486	C3orf79
3	153742190	153838999	ARHGEF26-AS1
3	153838792	153975616	ARHGEF26
3	153990335	154042286	DHX36
3	154055461	154147504	GPR149
3	154797436	154901497	MME
3	154958734	154960913	RP11-451G4.1
3	155008018	155011564	RP11-451G4.2
3	155197671	155393828	PLCH1
3	155166973	155175542	PLCH1-AS1
3	155459933	155461515	AC104472.1
3	155480401	155524055	C3orf33
3	155538813	155572167	SLC33A1
3	155588325	155661815	GMPS
3	155838337	156256334	KCNAB1
3	155933349	155945672	KCNAB1-AS2
3	156158946	156164694	KCNAB1-AS1
3	156257929	156272973	SSR3
3	156392634	156424539	TIPARP
3	156465135	156534823	LINC00886
3	156527340	156528521	PA2G4P4
3	156544148	156643045	LEKR1
3	156799456	156840793	LINC00880
3	156807670	156818924	LINC00881
3	156865342	156878002	CCNL1
3	156977531	157221216	VEPH1
3	157154578	157161417	PTX3
3	157261186	157319022	C3orf55
3	157814948	157823949	SHOX2
3	157827841	158262624	RSRC1
3	158263009	158288855	RP11-538P18.2
3	158289049	158323190	MLF1
3	158362067	158410364	GFM1
3	158384203	158390482	LXN
3	158414681	158450485	RARRES1
3	158519654	158547508	MFSD1
3	158458206	158461381	RP11-379F4.4
3	158787053	159615147	IQCJ-SCHIP1
3	158787117	158983492	IQCJ
3	159000435	159000523	MIR3919
3	159557650	159615149	SCHIP1
3	159631189	159924879	IL12A-AS1
3	159706537	159713799	IL12A
3	159733811	159744605	LINC01100
3	159943423	159945999	C3orf80
3	159945241	160167617	RP11-432B6.3
3	159974774	160117320	IFT80
3	160117092	160152750	SMC4
3	160122376	160122473	MIR15B
3	160122533	160122613	MIR16-2
3	160153291	160167617	TRIM59
3	160212783	160283376	KPNA4
3	160232695	160233024	SCARNA7
3	160394948	160396233	ARL14
3	160473996	160796695	PPM1L
3	160801685	160823139	B3GALNT1
3	160939347	160969792	NMD3
3	161062580	161090668	SPTSSB
3	161144215	161166030	RP11-3P17.4
3	161214596	161221730	OTOL1
3	162895031	163021089	CT64
3	163889259	163889344	MIR1263
3	164696686	164796283	SI
3	164867794	164875850	RP11-747D18.1
3	164904508	164913790	SLITRK3
3	165490692	165555260	BCHE
3	166958200	167097578	ZBBX
3	167159577	167196792	SERPINI2
3	167196472	167371289	WDR49
3	167401086	167452614	PDCD10
3	167453511	167543354	SERPINI1
3	167584288	167588765	RP11-298O21.3
3	167726465	167813763	GOLIM4
3	168530083	168547410	EGFEM1P
3	168269642	168269737	MIR551B
3	168621154	168639784	RP11-368I23.2
3	168801287	168864093	MECOM
3	169482308	169482848	TERC
3	169484709	169487683	ACTRT3
3	169490619	169506969	MYNN
3	169511216	169530452	LRRC34
3	169539710	169555563	LRRIQ4
3	169556967	169587653	LRRC31
3	169629360	169656963	SAMD7
3	169661044	169684014	RP11-379K17.4
3	169684553	169716161	SEC62
3	169755717	169803191	GPR160
3	169805372	169899535	PHC3
3	169940153	170023769	PRKCI
3	170077411	170114623	SKIL
3	170136653	170151887	CLDN11
3	170177372	170303863	SLC7A14
3	170374351	170379912	RP11-373E16.3
3	170582664	170588272	RPL22L1
3	170606204	170626482	EIF5A2
3	170714137	170744539	SLC2A2
3	170779128	171178197	TNIK
3	170824453	170824548	MIR569
3	171318616	171528284	PLD1
3	171509580	171527714	PP13439
3	171561139	171577108	TMEM212
3	171758344	172119455	FNDC3B
3	172019438	172019686	AC092964.2
3	172034218	172039513	AC092964.1
3	172162923	172166246	GHSR
3	172223298	172241297	TNFSF10
3	172348435	172429008	NCEH1
3	172361483	172361740	AC007919.2
3	172468494	172539264	ECT2
3	172607148	172859058	SPATA16
3	173116238	174004434	NLGN1
3	174577070	175523428	NAALADL2
3	174797097	174833032	NAALADL2-AS3
3	175087329	175087410	MIR4789
3	176321931	176353320	RP11-71G7.1
3	176531943	176534789	RP11-255G21.1
3	176737143	176914266	TBL1XR1
3	177012230	177041206	LINC00501
3	177159709	177469882	LINC00578
3	178276488	178562217	KCNMB2
3	178136989	178175093	LINC01014
3	178735011	178790067	ZMAT3
3	178819154	178865761	RP11-360P21.2
3	178866311	178957881	PIK3CA
3	178960559	178969403	KCNMB3
3	179041551	179053323	ZNF639
3	179065480	179112719	MFN1
3	179116990	179169378	GNB4
3	179280668	179306196	ACTL6A
3	179306073	179322442	MRPL47
3	179322490	179342285	NDUFB5
3	179370543	179507189	USP13
3	179512746	179754718	PEX5L
3	179616017	179639683	PEX5L-AS2
3	180131962	180140294	RP11-420J11.2
3	180319918	180328766	TTC14
3	180332376	180397288	CCDC39
3	180630090	180700541	FXR1
3	180701497	180707561	DNAJC19
3	181281509	181460261	SOX2-OT
3	180949525	180949631	RNU6-4P
3	181429722	181432221	SOX2
3	181670131	181728466	RP11-416O18.1
3	182164758	182204152	RP11-139K4.1
3	182511288	182639423	ATP11B
3	182655862	182698431	DCUN1D1
3	182733006	182817375	MCCC1
3	182840001	182880699	LAMP3
3	182895831	183146063	MCF2L2
3	182971032	182991179	B3GNT5
3	183165396	183173801	LINC00888
3	183205319	183273477	KLHL6
3	183353411	183402265	KLHL24
3	183415606	183530413	YEATS2
3	183533664	183543366	MAP6D1
3	183547173	183602695	PARL
3	183604588	183604673	MIR4448
3	183637722	183735803	ABCC5
3	183724126	183729207	ABCC5-AS1
3	183750619	183757072	HTR3D
3	183770835	183778459	HTR3C
3	183818161	183824481	HTR3E
3	183850730	183851349	RP11-778D9.13
3	183853052	183863098	EIF2B5
3	183873176	183891398	DVL3
3	183892643	183901879	AP2M1
3	183903811	183911795	ABCF3
3	183948217	183960117	VWA5B2
3	183959193	183959277	MIR1224
3	183960122	183966759	ALG3
3	183967483	184010819	ECE2
3	183977001	183979251	CAMK2N2
3	184016497	184026842	PSMD2
3	184033196	184053139	EIF4G1
3	184043484	184043559	SNORD66
3	184055240	184062961	FAM131A
3	184063973	184079439	CLCN2
3	184079506	184086382	POLR2H
3	184089723	184095932	THPO
3	184097861	184107617	CHRD
3	184119418	184157436	RP11-433C9.2
3	184279572	184300197	EPHB3
3	184428156	184429836	MAGEF1
3	184451863	184456737	RP11-329B9.4
3	184474177	184490943	RP11-329B9.1
3	184529931	184770402	VPS8
3	184795838	184870802	C3orf70
3	184880689	184909743	EHHADH-AS1
3	184908412	184971886	EHHADH
3	184970998	184971060	MIR5588
3	185080908	185206885	MAP3K13
3	185207389	185216845	TMEM41A
3	185224050	185270401	LIPH
3	185303962	185351339	SENP2
3	185361527	185542844	IGF2BP2
3	185431080	185435955	C3orf65
3	185485635	185485692	MIR548AQ
3	185633694	185655924	TRA2B
3	185764097	185826901	ETV5
3	185864990	186080026	DGKG
3	186172780	186211450	RP11-48F14.1
3	186256230	186264491	CRYGS
3	186263862	186288332	TBCCD1
3	186285192	186303589	DNAJB11
3	186330712	186339107	AHSG
3	186358149	186370797	FETUB
3	186383741	186396029	HRG
3	186435120	186461408	KNG1
3	186501336	186507689	EIF4A2
3	186504464	186504641	SNORA81
3	186505401	186505538	SNORA4
3	186507684	186524484	RFC4
3	186560463	186576252	ADIPOQ
3	186569675	186573912	ADIPOQ-AS1
3	186648274	186796341	ST6GAL1
3	186838736	186857311	RPL39L
3	186914878	186925417	RP11-208N14.4
3	186915274	186919253	RTP1
3	186951870	187009646	MASP1
3	187086120	187089864	RTP4
3	187386694	187388187	SST
3	187416047	187420345	RTP2
3	187420101	187451637	RP11-211G3.3
3	187439165	187463515	BCL6
3	187868994	187871845	LPP-AS2
3	187930721	188608460	LPP
3	187896331	187898598	AC022498.1
3	188280026	188286454	LPP-AS1
3	188406569	188406654	MIR28
3	188889763	189043093	TPRG1
3	188956475	188958383	TPRG1-AS2
3	189349216	189615068	TP63
3	189547711	189547798	MIR944
3	189674517	189838718	LEPREL1
3	190023490	190040264	CLDN1
3	190105661	190129932	CLDN16
3	190146444	190167665	TMEM207
3	190231891	190375843	IL1RAP
3	190570667	190580404	GMNC
3	190930322	190967910	OSTN
3	190984957	191048325	UTS2B
3	191046874	191109964	CCDC50
3	191178952	191179245	PYDC2
3	191747669	191754346	RP11-655G22.1
3	191860298	192126838	FGF12
3	192514604	192635950	MB21D2
3	192958914	192988644	HRASLS
3	192992579	193096632	ATP13A5
3	193120147	193272911	ATP13A4
3	193310933	193415600	OPA1
3	193336398	193345121	OPA1-AS1
3	193675161	193721448	RP11-699L21.1
3	193766709	193787318	RP11-407B7.1
3	193853934	193856521	HES1
3	193920805	193967942	RP11-513G11.4
3	193965437	193975561	RP11-513G11.3
3	194060494	194072057	CPN2
3	194075976	194084099	LRRC15
3	194115550	194119083	GP5
3	194123401	194219093	ATP13A3
3	194208183	194239008	LINC00884
3	194217046	194222232	AC108676.1
3	194304740	194310989	TMEM44-AS1
3	194308402	194354150	TMEM44
3	194361517	194393206	LSG1
3	194406622	194409762	FAM43A
3	194429150	194502897	AC090505.6
3	194789008	194991896	XXYLT1
3	194815317	194816786	XXYLT1-AS1
3	194855235	194855309	MIR3137
3	194868600	194873519	XXYLT1-AS2
3	194995465	195163807	ACAP2
3	195241221	195270209	PPP1R2
3	195273222	195277400	AC091633.3
3	195295573	195311076	APOD
3	195426272	195426368	MIR570
3	195447753	195460422	MUC20
3	195473636	195539148	MUC4
3	195563205	195563916	AC124944.5
3	195590235	195622432	TNK2
3	195686792	195717150	SDHAP1
3	195776155	195809060	TFRC
3	195869507	195887761	LINC00885
3	195924320	195938266	ZDHHC19
3	195943375	195960301	SLC51A
3	195961239	196014584	PCYT1A
3	196018090	196045159	TCTEX1D2
3	196050422	196065259	TM4SF19
3	196074533	196159345	UBXN7
3	196158235	196160242	UBXN7-AS1
3	196195654	196230639	RNF168
3	196233748	196242237	SMCO1
3	196281056	196295510	WDR53
3	196295559	196315930	FBXO45
3	196358369	196359458	LINC01063
3	196366557	196388875	NRROS
3	196439282	196460773	PIGX
3	196433148	196439164	CEP19
3	196466728	196559518	PAK2
3	196511851	196511957	RNU6-42P
3	196594727	196661585	SENP5
3	196662278	196669468	NCBP2
3	196669494	196670411	NCBP2-AS2
3	196673214	196695704	PIGZ
3	196728611	196756687	MFI2
3	196729777	196731615	MFI2-AS1
3	196769431	197025447	DLG1
3	197020749	197020819	MIR4797
3	197025123	197030618	DLG1-AS1
3	197232133	197233857	RP13-616I3.1
3	197232135	197233857	AC128709.1
3	197236654	197282858	BDH1
3	197340898	197354777	AC024560.3
3	197372540	197372888	RP11-496H1.2
3	197401889	197463590	KIAA0226
3	197401367	197401447	MIR922
3	197476621	197514467	FYTTD1
3	197518145	197598456	LRCH3
3	197615946	197686890	IQCG
3	197676858	197683481	RPL35A
3	197687093	197765882	LMLN
3	197784402	197807542	ANKRD18DP
3	197880121	197925886	FAM157A
4	53210	60296	ZNF595
4	206399	249774	ZNF876P
4	264464	299110	ZNF732
4	331624	369047	ZNF141
4	343946	344041	MIR571
4	419224	467918	ABCA11P
4	435484	492945	ZNF721
4	493019	533318	PIGG
4	619395	664542	PDE6B
4	647012	649434	RP11-1191J2.2
4	666225	668127	ATP5I
4	671711	675822	MYL5
4	675618	683230	MFSD7
4	699554	764428	PCGF3
4	773937	775637	RP11-440L14.1
4	758275	758862	AC139887.4
4	778745	819986	CPLX1
4	843066	926086	GAK
4	926175	952444	TMEM175
4	952675	967344	DGKQ
4	981445	987224	SLC26A1
4	980785	998294	IDUA
4	1003767	1020679	FGFRL1
4	1066544	1107314	RNF212
4	1109051	1147514	TMED11P
4	1160720	1166661	SPON2
4	1205236	1242925	CTBP1
4	1244047	1249698	CTBP1-AS2
4	1283639	1333925	MAEA
4	1341104	1381732	UVSSA
4	1385340	1389780	CRIPAK
4	1396720	1400119	NKX1-1
4	1575789	1581980	RP11-1398P2.1
4	1641608	1685988	FAM53A
4	1694527	1714282	SLBP
4	1717680	1723058	TMEM129
4	1723266	1746898	TACC3
4	1795039	1810599	FGFR3
4	1813206	1857974	LETM1
4	1894572	1983934	WHSC1
4	1976363	1976487	SCARNA22
4	1984441	2011837	NELFA
4	1988111	1988204	MIR943
4	2043720	2045691	C4orf48
4	2061239	2070815	NAT8L
4	2073645	2243848	POLN
4	2230076	2243860	HAUS3
4	2249159	2264021	MXD4
4	2251804	2251883	MIR4800
4	2271325	2420390	ZFYVE28
4	2451700	2464668	RP11-503N18.3
4	2481580	2517581	RNF4
4	2627159	2734292	FAM193A
4	2743387	2758103	TNIP2
4	2819912	2842823	SH3BP2
4	2845584	2931787	ADD1
4	2932295	2936185	MFSD10
4	2937273	2952794	NOP14-AS1
4	2939660	2965112	NOP14
4	2965455	3042474	GRK4
4	3065198	3076241	HTT-AS
4	3076408	3245676	HTT
4	3249203	3258030	MSANTD1
4	3315874	3441632	RGS12
4	3443614	3451211	HGFAC
4	3465038	3496210	DOK7
4	3508103	3534286	LRPAP1
4	3511523	3511678	AL590235.1
4	3578596	3591731	LINC00955
4	3675320	3679582	RP3-513G18.2
4	3768125	3770251	ADRA2C
4	4190530	4228616	OTOP1
4	4237269	4249939	TMEM128
4	4269428	4291896	LYAR
4	4291978	4323513	ZBTB49
4	4349867	4420785	NSG1
4	4420695	4543755	STX18
4	4651151	4710327	STX18-AS1
4	4861393	4865663	MSX1
